ToyId,ElfId,StartTime,Duration
3732,1,2014 2 9 12 45,9,4.0
3743,1,2014 2 9 12 54,9,4.0
3925,1,2014 2 9 13 3,9,4.0
4168,1,2014 2 9 13 12,9,4.0
4265,1,2014 2 9 13 21,9,4.0
4285,1,2014 2 9 13 30,9,4.0
4482,1,2014 2 9 13 39,9,4.0
4495,1,2014 2 9 13 48,9,4.0
4633,1,2014 2 9 13 57,9,4.0
4730,1,2014 2 9 14 6,9,4.0
4844,1,2014 2 9 14 15,9,4.0
4845,1,2014 2 9 14 24,9,4.0
175,1,2014 2 9 14 33,9,4.0
364,1,2014 2 9 14 42,9,4.0
480,1,2014 2 9 14 51,9,4.0
572,1,2014 2 9 15 0,9,4.0
621,1,2014 2 9 15 9,9,4.0
838,1,2014 2 9 15 18,9,4.0
892,1,2014 2 9 15 27,9,4.0
1060,1,2014 2 9 15 36,9,4.0
1436,1,2014 2 9 15 45,9,4.0
1501,1,2014 2 9 15 54,9,4.0
1723,1,2014 2 9 16 3,9,4.0
1791,1,2014 2 9 16 12,9,4.0
1828,1,2014 2 9 16 21,9,4.0
1829,1,2014 2 9 16 30,9,4.0
1866,1,2014 2 9 16 39,9,4.0
2626,1,2014 2 9 16 48,9,4.0
2709,1,2014 2 9 16 57,9,4.0
2809,1,2014 2 9 17 6,9,4.0
3274,1,2014 2 9 17 15,9,4.0
3371,1,2014 2 9 17 24,9,4.0
3443,1,2014 2 9 17 33,9,4.0
3479,1,2014 2 9 17 42,9,4.0
3533,1,2014 2 9 17 51,9,4.0
3612,1,2014 2 9 18 0,9,4.0
3677,1,2014 2 9 18 9,9,4.0
3731,1,2014 2 9 18 18,9,4.0
781,1,2014 2 9 18 27,9,4.0
1011,1,2014 2 9 18 36,6,4.0
419,1,2014 2 9 18 42,5,4.0
359,1,2014 2 9 18 47,4,4.0
740,1,2014 2 9 18 51,3,4.0
594,1,2014 2 9 18 54,2,4.0
473,1,2014 2 9 18 56,1,4.0
605,1,2014 2 9 18 57,1,4.0
547,1,2014 2 9 18 58,1,4.0
1292,1,2014 2 9 18 59,1,4.0
3766,1,2014 2 10 9 0,9,4.0
4202,1,2014 2 10 9 9,9,4.0
4284,1,2014 2 10 9 18,9,4.0
4428,1,2014 2 10 9 27,9,4.0
4787,1,2014 2 10 9 36,9,4.0
4892,1,2014 2 10 9 45,9,4.0
827,1,2014 2 10 9 54,9,4.0
891,1,2014 2 10 10 3,9,4.0
907,1,2014 2 10 10 12,9,4.0
1214,1,2014 2 10 10 21,9,4.0
1361,1,2014 2 10 10 30,9,4.0
1612,1,2014 2 10 10 39,9,4.0
1819,1,2014 2 10 10 48,9,4.0
1925,1,2014 2 10 10 57,9,4.0
2061,1,2014 2 10 11 6,9,4.0
2179,1,2014 2 10 11 15,9,4.0
2230,1,2014 2 10 11 24,9,4.0
2263,1,2014 2 10 11 33,9,4.0
2356,1,2014 2 10 11 42,9,4.0
2403,1,2014 2 10 11 51,9,4.0
2708,1,2014 2 10 12 0,9,4.0
3069,1,2014 2 10 12 9,9,4.0
3097,1,2014 2 10 12 18,9,4.0
3164,1,2014 2 10 12 27,9,4.0
3165,1,2014 2 10 12 36,9,4.0
3166,1,2014 2 10 12 45,9,4.0
3247,1,2014 2 10 12 54,9,4.0
3317,1,2014 2 10 13 3,9,4.0
3499,1,2014 2 10 13 12,9,4.0
3611,1,2014 2 10 13 21,9,4.0
3690,1,2014 2 10 13 30,9,4.0
3691,1,2014 2 10 13 39,9,4.0
4071,1,2014 2 10 13 48,9,4.0
4542,1,2014 2 10 13 57,9,4.0
4555,1,2014 2 10 14 6,9,4.0
4556,1,2014 2 10 14 15,9,4.0
4601,1,2014 2 10 14 24,9,4.0
4685,1,2014 2 10 14 33,9,4.0
4785,1,2014 2 10 14 42,9,4.0
4786,1,2014 2 10 14 51,9,4.0
4815,1,2014 2 10 15 0,9,4.0
4939,1,2014 2 10 15 9,9,4.0
174,1,2014 2 10 15 18,8,4.0
266,1,2014 2 10 15 26,8,4.0
328,1,2014 2 10 15 34,8,4.0
406,1,2014 2 10 15 42,8,4.0
541,1,2014 2 10 15 50,8,4.0
601,1,2014 2 10 15 58,8,4.0
635,1,2014 2 10 16 6,8,4.0
659,1,2014 2 10 16 14,8,4.0
672,1,2014 2 10 16 22,8,4.0
697,1,2014 2 10 16 30,8,4.0
924,1,2014 2 10 16 38,8,4.0
974,1,2014 2 10 16 46,8,4.0
1012,1,2014 2 10 16 54,8,4.0
1291,1,2014 2 10 17 2,8,4.0
1323,1,2014 2 10 17 10,8,4.0
1389,1,2014 2 10 17 18,8,4.0
1568,1,2014 2 10 17 26,8,4.0
1586,1,2014 2 10 17 34,8,4.0
1623,1,2014 2 10 17 42,8,4.0
1658,1,2014 2 10 17 50,8,4.0
2099,1,2014 2 10 17 58,8,4.0
2154,1,2014 2 10 18 6,8,4.0
2513,1,2014 2 10 18 14,8,4.0
2514,1,2014 2 10 18 22,8,4.0
1133,1,2014 2 10 18 30,8,4.0
377,1,2014 2 10 18 38,6,4.0
581,1,2014 2 10 18 44,4,4.0
263,1,2014 2 10 18 48,3,4.0
741,1,2014 2 10 18 51,3,4.0
595,1,2014 2 10 18 54,2,4.0
474,1,2014 2 10 18 56,1,4.0
606,1,2014 2 10 18 57,1,4.0
561,1,2014 2 10 18 58,1,4.0
1313,1,2014 2 10 18 59,1,4.0
2576,1,2014 2 11 9 0,8,4.0
2680,1,2014 2 11 9 8,8,4.0
2692,1,2014 2 11 9 16,8,4.0
2862,1,2014 2 11 9 24,8,4.0
3023,1,2014 2 11 9 32,8,4.0
3040,1,2014 2 11 9 40,8,4.0
3055,1,2014 2 11 9 48,8,4.0
3118,1,2014 2 11 9 56,8,4.0
3246,1,2014 2 11 10 4,8,4.0
3398,1,2014 2 11 10 12,8,4.0
3899,1,2014 2 11 10 20,8,4.0
3950,1,2014 2 11 10 28,8,4.0
3978,1,2014 2 11 10 36,8,4.0
4039,1,2014 2 11 10 44,8,4.0
4143,1,2014 2 11 10 52,8,4.0
4167,1,2014 2 11 11 0,8,4.0
4201,1,2014 2 11 11 8,8,4.0
4410,1,2014 2 11 11 16,8,4.0
4590,1,2014 2 11 11 24,8,4.0
4609,1,2014 2 11 11 32,8,4.0
4814,1,2014 2 11 11 40,8,4.0
4872,1,2014 2 11 11 48,8,4.0
805,1,2014 2 11 11 56,8,4.0
1073,1,2014 2 11 12 4,8,4.0
1226,1,2014 2 11 12 12,8,4.0
1246,1,2014 2 11 12 20,8,4.0
1322,1,2014 2 11 12 28,8,4.0
1374,1,2014 2 11 12 36,8,4.0
1500,1,2014 2 11 12 44,8,4.0
1549,1,2014 2 11 12 52,8,4.0
1905,1,2014 2 11 13 0,8,4.0
1955,1,2014 2 11 13 8,8,4.0
2021,1,2014 2 11 13 16,8,4.0
2098,1,2014 2 11 13 24,8,4.0
2143,1,2014 2 11 13 32,8,4.0
2209,1,2014 2 11 13 40,8,4.0
2467,1,2014 2 11 13 48,8,4.0
2497,1,2014 2 11 13 56,8,4.0
2540,1,2014 2 11 14 4,8,4.0
2650,1,2014 2 11 14 12,8,4.0
2850,1,2014 2 11 14 20,8,4.0
2893,1,2014 2 11 14 28,8,4.0
3230,1,2014 2 11 14 36,8,4.0
3304,1,2014 2 11 14 44,8,4.0
3462,1,2014 2 11 14 52,8,4.0
3898,1,2014 2 11 15 0,8,4.0
4022,1,2014 2 11 15 8,8,4.0
4061,1,2014 2 11 15 16,8,4.0
4113,1,2014 2 11 15 24,8,4.0
4142,1,2014 2 11 15 32,8,4.0
4230,1,2014 2 11 15 40,8,4.0
4321,1,2014 2 11 15 48,8,4.0
4376,1,2014 2 11 15 56,8,4.0
4387,1,2014 2 11 16 4,8,4.0
4510,1,2014 2 11 16 12,8,4.0
4729,1,2014 2 11 16 20,8,4.0
4801,1,2014 2 11 16 28,8,4.0
4971,1,2014 2 11 16 36,8,4.0
1170,1,2014 2 11 16 44,8,4.0
1476,1,2014 2 11 16 52,8,4.0
1499,1,2014 2 11 17 0,8,4.0
1585,1,2014 2 11 17 8,8,4.0
1722,1,2014 2 11 17 16,8,4.0
1904,1,2014 2 11 17 24,8,4.0
2035,1,2014 2 11 17 32,8,4.0
2195,1,2014 2 11 17 40,8,4.0
2641,1,2014 2 11 17 48,8,4.0
3068,1,2014 2 11 17 56,8,4.0
3260,1,2014 2 11 18 4,8,4.0
3316,1,2014 2 11 18 12,8,4.0
3442,1,2014 2 11 18 20,8,4.0
3609,1,2014 2 11 18 28,8,4.0
1042,1,2014 2 11 18 36,6,4.0
433,1,2014 2 11 18 42,5,4.0
360,1,2014 2 11 18 47,4,4.0
774,1,2014 2 11 18 51,3,4.0
608,1,2014 2 11 18 54,2,4.0
525,1,2014 2 11 18 56,1,4.0
626,1,2014 2 11 18 57,1,4.0
562,1,2014 2 11 18 58,1,4.0
1379,1,2014 2 11 18 59,1,4.0
3610,1,2014 2 12 9 0,8,4.0
3756,1,2014 2 12 9 8,8,4.0
3826,1,2014 2 12 9 16,8,4.0
3873,1,2014 2 12 9 24,8,4.0
4092,1,2014 2 12 9 32,8,4.0
4093,1,2014 2 12 9 40,8,4.0
4094,1,2014 2 12 9 48,8,4.0
4200,1,2014 2 12 9 56,8,4.0
4320,1,2014 2 12 10 4,8,4.0
4346,1,2014 2 12 10 12,8,4.0
4427,1,2014 2 12 10 20,8,4.0
4697,1,2014 2 12 10 28,8,4.0
4800,1,2014 2 12 10 36,8,4.0
74,1,2014 2 12 10 44,8,4.0
137,1,2014 2 12 10 52,8,4.0
173,1,2014 2 12 11 0,8,4.0
232,1,2014 2 12 11 8,8,4.0
245,1,2014 2 12 11 16,8,4.0
620,1,2014 2 12 11 24,8,4.0
1025,1,2014 2 12 11 32,8,4.0
1059,1,2014 2 12 11 40,8,4.0
1086,1,2014 2 12 11 48,8,4.0
1110,1,2014 2 12 11 56,8,4.0
1298,1,2014 2 12 12 4,8,4.0
1388,1,2014 2 12 12 12,8,4.0
1409,1,2014 2 12 12 20,8,4.0
1548,1,2014 2 12 12 28,8,4.0
1611,1,2014 2 12 12 36,8,4.0
1704,1,2014 2 12 12 44,8,4.0
1790,1,2014 2 12 12 52,8,4.0
2153,1,2014 2 12 13 0,8,4.0
2276,1,2014 2 12 13 8,8,4.0
2496,1,2014 2 12 13 16,8,4.0
3117,1,2014 2 12 13 24,8,4.0
3147,1,2014 2 12 13 32,8,4.0
3163,1,2014 2 12 13 40,8,4.0
3204,1,2014 2 12 13 48,8,4.0
3229,1,2014 2 12 13 56,8,4.0
3349,1,2014 2 12 14 4,8,4.0
3545,1,2014 2 12 14 12,8,4.0
3574,1,2014 2 12 14 20,8,4.0
3638,1,2014 2 12 14 28,8,4.0
3949,1,2014 2 12 14 36,8,4.0
4112,1,2014 2 12 14 44,8,4.0
4283,1,2014 2 12 14 52,8,4.0
4481,1,2014 2 12 15 0,8,4.0
4608,1,2014 2 12 15 8,8,4.0
4632,1,2014 2 12 15 16,8,4.0
4656,1,2014 2 12 15 24,8,4.0
4843,1,2014 2 12 15 32,8,4.0
4927,1,2014 2 12 15 40,8,4.0
4948,1,2014 2 12 15 48,8,4.0
511,1,2014 2 12 15 56,7,4.0
749,1,2014 2 12 16 3,7,4.0
750,1,2014 2 12 16 10,7,4.0
804,1,2014 2 12 16 17,7,4.0
826,1,2014 2 12 16 24,7,4.0
850,1,2014 2 12 16 31,7,4.0
996,1,2014 2 12 16 38,7,4.0
1024,1,2014 2 12 16 45,7,4.0
1145,1,2014 2 12 16 52,7,4.0
1270,1,2014 2 12 16 59,7,4.0
1297,1,2014 2 12 17 6,7,4.0
1408,1,2014 2 12 17 13,7,4.0
1511,1,2014 2 12 17 20,7,4.0
1584,1,2014 2 12 17 27,7,4.0
1598,1,2014 2 12 17 34,7,4.0
1599,1,2014 2 12 17 41,7,4.0
1657,1,2014 2 12 17 48,7,4.0
1789,1,2014 2 12 17 55,7,4.0
1850,1,2014 2 12 18 2,7,4.0
1862,1,2014 2 12 18 9,7,4.0
2034,1,2014 2 12 18 16,7,4.0
2112,1,2014 2 12 18 23,7,4.0
2130,1,2014 2 12 18 30,7,4.0
467,1,2014 2 12 18 37,6,4.0
432,1,2014 2 12 18 43,5,4.0
299,1,2014 2 12 18 48,3,4.0
870,1,2014 2 12 18 51,3,4.0
627,1,2014 2 12 18 54,2,4.0
549,1,2014 2 12 18 56,1,4.0
676,1,2014 2 12 18 57,1,4.0
589,1,2014 2 12 18 58,1,4.0
1393,1,2014 2 12 18 59,1,4.0
2165,1,2014 2 13 9 0,7,4.0
2194,1,2014 2 13 9 7,7,4.0
2413,1,2014 2 13 9 14,7,4.0
2546,1,2014 2 13 9 21,7,4.0
2561,1,2014 2 13 9 28,7,4.0
2562,1,2014 2 13 9 35,7,4.0
2639,1,2014 2 13 9 42,7,4.0
2640,1,2014 2 13 9 49,7,4.0
2671,1,2014 2 13 9 56,7,4.0
2707,1,2014 2 13 10 3,7,4.0
2916,1,2014 2 13 10 10,7,4.0
2959,1,2014 2 13 10 17,7,4.0
3194,1,2014 2 13 10 24,7,4.0
3245,1,2014 2 13 10 31,7,4.0
3370,1,2014 2 13 10 38,7,4.0
3561,1,2014 2 13 10 45,7,4.0
3924,1,2014 2 13 10 52,7,4.0
3977,1,2014 2 13 10 59,7,4.0
4111,1,2014 2 13 11 6,7,4.0
4281,1,2014 2 13 11 13,7,4.0
4282,1,2014 2 13 11 20,7,4.0
4309,1,2014 2 13 11 27,7,4.0
4339,1,2014 2 13 11 34,7,4.0
4386,1,2014 2 13 11 41,7,4.0
4480,1,2014 2 13 11 48,7,4.0
4728,1,2014 2 13 11 55,7,4.0
4784,1,2014 2 13 12 2,7,4.0
4891,1,2014 2 13 12 9,7,4.0
586,1,2014 2 13 12 16,7,4.0
696,1,2014 2 13 12 23,7,4.0
748,1,2014 2 13 12 30,7,4.0
803,1,2014 2 13 12 37,7,4.0
874,1,2014 2 13 12 44,7,4.0
923,1,2014 2 13 12 51,7,4.0
945,1,2014 2 13 12 58,7,4.0
1058,1,2014 2 13 13 5,7,4.0
1236,1,2014 2 13 13 12,7,4.0
1261,1,2014 2 13 13 19,7,4.0
1461,1,2014 2 13 13 26,7,4.0
1656,1,2014 2 13 13 33,7,4.0
1752,1,2014 2 13 13 40,7,4.0
1818,1,2014 2 13 13 47,7,4.0
2176,1,2014 2 13 13 54,7,4.0
2177,1,2014 2 13 14 1,7,4.0
2178,1,2014 2 13 14 8,7,4.0
2208,1,2014 2 13 14 15,7,4.0
2262,1,2014 2 13 14 22,7,4.0
2289,1,2014 2 13 14 29,7,4.0
2412,1,2014 2 13 14 36,7,4.0
2539,1,2014 2 13 14 43,7,4.0
2625,1,2014 2 13 14 50,7,4.0
2786,1,2014 2 13 14 57,7,4.0
2947,1,2014 2 13 15 4,7,4.0
3007,1,2014 2 13 15 11,7,4.0
3021,1,2014 2 13 15 18,7,4.0
3022,1,2014 2 13 15 25,7,4.0
3203,1,2014 2 13 15 32,7,4.0
3244,1,2014 2 13 15 39,7,4.0
3329,1,2014 2 13 15 46,7,4.0
3441,1,2014 2 13 15 53,7,4.0
3560,1,2014 2 13 16 0,7,4.0
3780,1,2014 2 13 16 7,7,4.0
3812,1,2014 2 13 16 14,7,4.0
3923,1,2014 2 13 16 21,7,4.0
4060,1,2014 2 13 16 28,7,4.0
4126,1,2014 2 13 16 35,7,4.0
4465,1,2014 2 13 16 42,7,4.0
4541,1,2014 2 13 16 49,7,4.0
4554,1,2014 2 13 16 56,7,4.0
4684,1,2014 2 13 17 3,7,4.0
813,1,2014 2 13 17 10,7,4.0
862,1,2014 2 13 17 17,7,4.0
1022,1,2014 2 13 17 24,7,4.0
1023,1,2014 2 13 17 31,7,4.0
1044,1,2014 2 13 17 38,7,4.0
1169,1,2014 2 13 17 45,7,4.0
1312,1,2014 2 13 17 52,7,4.0
1373,1,2014 2 13 17 59,7,4.0
1387,1,2014 2 13 18 6,7,4.0
1536,1,2014 2 13 18 13,7,4.0
1547,1,2014 2 13 18 20,7,4.0
1916,1,2014 2 13 18 27,7,4.0
2129,1,2014 2 13 18 34,7,4.0
387,1,2014 2 13 18 41,5,4.0
308,1,2014 2 13 18 46,4,4.0
191,1,2014 2 13 18 50,3,4.0
201,1,2014 2 13 18 53,2,4.0
99,1,2014 2 13 18 55,2,4.0
677,1,2014 2 13 18 57,1,4.0
604,1,2014 2 13 18 58,1,4.0
1414,1,2014 2 13 18 59,1,4.0
2175,1,2014 2 14 9 0,7,4.0
2275,1,2014 2 14 9 7,7,4.0
2484,1,2014 2 14 9 14,7,4.0
2528,1,2014 2 14 9 21,7,4.0
2691,1,2014 2 14 9 28,7,4.0
2946,1,2014 2 14 9 35,7,4.0
2991,1,2014 2 14 9 42,7,4.0
3039,1,2014 2 14 9 49,7,4.0
3146,1,2014 2 14 9 56,7,4.0
3285,1,2014 2 14 10 3,7,4.0
3303,1,2014 2 14 10 10,7,4.0
3328,1,2014 2 14 10 17,7,4.0
3369,1,2014 2 14 10 24,7,4.0
3742,1,2014 2 14 10 31,7,4.0
3825,1,2014 2 14 10 38,7,4.0
3975,1,2014 2 14 10 45,7,4.0
3976,1,2014 2 14 10 52,7,4.0
3991,1,2014 2 14 10 59,7,4.0
3992,1,2014 2 14 11 6,7,4.0
4007,1,2014 2 14 11 13,7,4.0
4059,1,2014 2 14 11 20,7,4.0
4280,1,2014 2 14 11 27,7,4.0
4385,1,2014 2 14 11 34,7,4.0
4426,1,2014 2 14 11 41,7,4.0
4799,1,2014 2 14 11 48,7,4.0
4841,1,2014 2 14 11 55,7,4.0
4842,1,2014 2 14 12 2,7,4.0
4871,1,2014 2 14 12 9,7,4.0
91,1,2014 2 14 12 16,7,4.0
265,1,2014 2 14 12 23,7,4.0
388,1,2014 2 14 12 30,7,4.0
448,1,2014 2 14 12 37,7,4.0
449,1,2014 2 14 12 44,7,4.0
634,1,2014 2 14 12 51,7,4.0
747,1,2014 2 14 12 58,7,4.0
861,1,2014 2 14 13 5,7,4.0
906,1,2014 2 14 13 12,7,4.0
1072,1,2014 2 14 13 19,7,4.0
1144,1,2014 2 14 13 26,7,4.0
1245,1,2014 2 14 13 33,7,4.0
1290,1,2014 2 14 13 40,7,4.0
1435,1,2014 2 14 13 47,7,4.0
1510,1,2014 2 14 13 54,7,4.0
1567,1,2014 2 14 14 1,7,4.0
1622,1,2014 2 14 14 8,7,4.0
1735,1,2014 2 14 14 15,7,4.0
1771,1,2014 2 14 14 22,7,4.0
1788,1,2014 2 14 14 29,7,4.0
1849,1,2014 2 14 14 36,7,4.0
1861,1,2014 2 14 14 43,7,4.0
1915,1,2014 2 14 14 50,7,4.0
1953,1,2014 2 14 14 57,7,4.0
1954,1,2014 2 14 15 4,7,4.0
2020,1,2014 2 14 15 11,7,4.0
2072,1,2014 2 14 15 18,7,4.0
2261,1,2014 2 14 15 25,7,4.0
2339,1,2014 2 14 15 32,7,4.0
2575,1,2014 2 14 15 39,7,4.0
2726,1,2014 2 14 15 46,7,4.0
2760,1,2014 2 14 15 53,7,4.0
2808,1,2014 2 14 16 0,7,4.0
2980,1,2014 2 14 16 7,7,4.0
2998,1,2014 2 14 16 14,7,4.0
2999,1,2014 2 14 16 21,7,4.0
3054,1,2014 2 14 16 28,7,4.0
3085,1,2014 2 14 16 35,7,4.0
3086,1,2014 2 14 16 42,7,4.0
3181,1,2014 2 14 16 49,7,4.0
3193,1,2014 2 14 16 56,7,4.0
3272,1,2014 2 14 17 3,7,4.0
3273,1,2014 2 14 17 10,7,4.0
3302,1,2014 2 14 17 17,7,4.0
3348,1,2014 2 14 17 24,7,4.0
3516,1,2014 2 14 17 31,7,4.0
3707,1,2014 2 14 17 38,7,4.0
3897,1,2014 2 14 17 45,7,4.0
4070,1,2014 2 14 17 52,7,4.0
4154,1,2014 2 14 17 59,7,4.0
4166,1,2014 2 14 18 6,7,4.0
4402,1,2014 2 14 18 13,7,4.0
4452,1,2014 2 14 18 20,7,4.0
4453,1,2014 2 14 18 27,7,4.0
4525,1,2014 2 14 18 34,7,4.0
434,1,2014 2 14 18 41,5,4.0
376,1,2014 2 14 18 46,4,4.0
203,1,2014 2 14 18 50,3,4.0
202,1,2014 2 14 18 53,2,4.0
112,1,2014 2 14 18 55,2,4.0
700,1,2014 2 14 18 57,1,4.0
662,1,2014 2 14 18 58,1,4.0
1423,1,2014 2 14 18 59,1,4.0
4540,1,2014 2 15 9 0,7,4.0
4813,1,2014 2 15 9 7,7,4.0
1043,1,2014 2 15 9 14,6,4.0
1168,1,2014 2 15 9 20,6,4.0
1205,1,2014 2 15 9 26,6,4.0
1225,1,2014 2 15 9 32,6,4.0
1311,1,2014 2 15 9 38,6,4.0
1407,1,2014 2 15 9 44,6,4.0
1535,1,2014 2 15 9 50,6,4.0
1566,1,2014 2 15 9 56,6,4.0
1641,1,2014 2 15 10 2,6,4.0
1655,1,2014 2 15 10 8,6,4.0
1952,1,2014 2 15 10 14,6,4.0
1973,1,2014 2 15 10 20,6,4.0
1983,1,2014 2 15 10 26,6,4.0
2128,1,2014 2 15 10 32,6,4.0
2142,1,2014 2 15 10 38,6,4.0
2174,1,2014 2 15 10 44,6,4.0
2193,1,2014 2 15 10 50,6,4.0
2392,1,2014 2 15 10 56,6,4.0
2527,1,2014 2 15 11 2,6,4.0
2560,1,2014 2 15 11 8,6,4.0
2638,1,2014 2 15 11 14,6,4.0
2661,1,2014 2 15 11 20,6,4.0
2744,1,2014 2 15 11 26,6,4.0
2876,1,2014 2 15 11 32,6,4.0
2902,1,2014 2 15 11 38,6,4.0
2990,1,2014 2 15 11 44,6,4.0
3020,1,2014 2 15 11 50,6,4.0
3131,1,2014 2 15 11 56,6,4.0
3228,1,2014 2 15 12 2,6,4.0
3327,1,2014 2 15 12 8,6,4.0
3368,1,2014 2 15 12 14,6,4.0
3515,1,2014 2 15 12 20,6,4.0
3623,1,2014 2 15 12 26,6,4.0
3637,1,2014 2 15 12 32,6,4.0
3652,1,2014 2 15 12 38,6,4.0
3689,1,2014 2 15 12 44,6,4.0
3779,1,2014 2 15 12 50,6,4.0
3797,1,2014 2 15 12 56,6,4.0
3935,1,2014 2 15 13 2,6,4.0
3948,1,2014 2 15 13 8,6,4.0
3974,1,2014 2 15 13 14,6,4.0
4038,1,2014 2 15 13 20,6,4.0
4057,1,2014 2 15 13 26,6,4.0
4058,1,2014 2 15 13 32,6,4.0
4366,1,2014 2 15 13 38,6,4.0
4464,1,2014 2 15 13 44,6,4.0
4479,1,2014 2 15 13 50,6,4.0
4494,1,2014 2 15 13 56,6,4.0
4575,1,2014 2 15 14 2,6,4.0
4683,1,2014 2 15 14 8,6,4.0
4713,1,2014 2 15 14 14,6,4.0
4742,1,2014 2 15 14 20,6,4.0
4912,1,2014 2 15 14 26,6,4.0
537,1,2014 2 15 14 32,6,4.0
538,1,2014 2 15 14 38,6,4.0
539,1,2014 2 15 14 44,6,4.0
584,1,2014 2 15 14 50,6,4.0
585,1,2014 2 15 14 56,6,4.0
600,1,2014 2 15 15 2,6,4.0
633,1,2014 2 15 15 8,6,4.0
647,1,2014 2 15 15 14,6,4.0
801,1,2014 2 15 15 20,6,4.0
836,1,2014 2 15 15 26,6,4.0
881,1,2014 2 15 15 32,6,4.0
1021,1,2014 2 15 15 38,6,4.0
1041,1,2014 2 15 15 44,6,4.0
1085,1,2014 2 15 15 50,6,4.0
1132,1,2014 2 15 15 56,6,4.0
1213,1,2014 2 15 16 2,6,4.0
1310,1,2014 2 15 16 8,6,4.0
1406,1,2014 2 15 16 14,6,4.0
1484,1,2014 2 15 16 20,6,4.0
1485,1,2014 2 15 16 26,6,4.0
1581,1,2014 2 15 16 32,6,4.0
1582,1,2014 2 15 16 38,6,4.0
1583,1,2014 2 15 16 44,6,4.0
1597,1,2014 2 15 16 50,6,4.0
1690,1,2014 2 15 16 56,6,4.0
1703,1,2014 2 15 17 2,6,4.0
1770,1,2014 2 15 17 8,6,4.0
1860,1,2014 2 15 17 14,6,4.0
1982,1,2014 2 15 17 20,6,4.0
2060,1,2014 2 15 17 26,6,4.0
2071,1,2014 2 15 17 32,6,4.0
2117,1,2014 2 15 17 38,6,4.0
2338,1,2014 2 15 17 44,6,4.0
2374,1,2014 2 15 17 50,6,4.0
2454,1,2014 2 15 17 56,6,4.0
2495,1,2014 2 15 18 2,6,4.0
2637,1,2014 2 15 18 8,6,4.0
2759,1,2014 2 15 18 14,6,4.0
3067,1,2014 2 15 18 20,6,4.0
3084,1,2014 2 15 18 26,6,4.0
3202,1,2014 2 15 18 32,6,4.0
420,1,2014 2 15 18 38,6,4.0
599,1,2014 2 15 18 44,4,4.0
375,1,2014 2 15 18 48,3,4.0
916,1,2014 2 15 18 51,3,4.0
641,1,2014 2 15 18 54,2,4.0
563,1,2014 2 15 18 56,1,4.0
713,1,2014 2 15 18 57,1,4.0
675,1,2014 2 15 18 58,1,4.0
1505,1,2014 2 15 18 59,1,4.0
3397,1,2014 2 16 9 0,6,4.0
3427,1,2014 2 16 9 6,6,4.0
3461,1,2014 2 16 9 12,6,4.0
3531,1,2014 2 16 9 18,6,4.0
3532,1,2014 2 16 9 24,6,4.0
3544,1,2014 2 16 9 30,6,4.0
3573,1,2014 2 16 9 36,6,4.0
3650,1,2014 2 16 9 42,6,4.0
3651,1,2014 2 16 9 48,6,4.0
3730,1,2014 2 16 9 54,6,4.0
3778,1,2014 2 16 10 0,6,4.0
3913,1,2014 2 16 10 6,6,4.0
3990,1,2014 2 16 10 12,6,4.0
4229,1,2014 2 16 10 18,6,4.0
4239,1,2014 2 16 10 24,6,4.0
4365,1,2014 2 16 10 30,6,4.0
4384,1,2014 2 16 10 36,6,4.0
4478,1,2014 2 16 10 42,6,4.0
4539,1,2014 2 16 10 48,6,4.0
4643,1,2014 2 16 10 54,6,4.0
4644,1,2014 2 16 11 0,6,4.0
4741,1,2014 2 16 11 6,6,4.0
4773,1,2014 2 16 11 12,6,4.0
4911,1,2014 2 16 11 18,6,4.0
778,1,2014 2 16 11 24,6,4.0
1289,1,2014 2 16 11 30,6,4.0
1815,1,2014 2 16 11 36,6,4.0
1816,1,2014 2 16 11 42,6,4.0
1817,1,2014 2 16 11 48,6,4.0
1951,1,2014 2 16 11 54,6,4.0
2033,1,2014 2 16 12 0,6,4.0
2046,1,2014 2 16 12 6,6,4.0
2260,1,2014 2 16 12 12,6,4.0
2371,1,2014 2 16 12 18,6,4.0
2372,1,2014 2 16 12 24,6,4.0
2373,1,2014 2 16 12 30,6,4.0
2679,1,2014 2 16 12 36,6,4.0
2758,1,2014 2 16 12 42,6,4.0
2849,1,2014 2 16 12 48,6,4.0
2932,1,2014 2 16 12 54,6,4.0
3179,1,2014 2 16 13 0,6,4.0
3180,1,2014 2 16 13 6,6,4.0
3227,1,2014 2 16 13 12,6,4.0
3284,1,2014 2 16 13 18,6,4.0
3440,1,2014 2 16 13 24,6,4.0
3530,1,2014 2 16 13 30,6,4.0
3706,1,2014 2 16 13 36,6,4.0
3840,1,2014 2 16 13 42,6,4.0
3934,1,2014 2 16 13 48,6,4.0
4069,1,2014 2 16 13 54,6,4.0
4165,1,2014 2 16 14 0,6,4.0
4345,1,2014 2 16 14 6,6,4.0
4409,1,2014 2 16 14 12,6,4.0
4424,1,2014 2 16 14 18,6,4.0
4425,1,2014 2 16 14 24,6,4.0
4443,1,2014 2 16 14 30,6,4.0
4451,1,2014 2 16 14 36,6,4.0
4477,1,2014 2 16 14 42,6,4.0
4589,1,2014 2 16 14 48,6,4.0
4669,1,2014 2 16 14 54,6,4.0
4890,1,2014 2 16 15 0,6,4.0
4947,1,2014 2 16 15 6,6,4.0
4970,1,2014 2 16 15 12,6,4.0
207,1,2014 2 16 15 18,6,4.0
217,1,2014 2 16 15 24,6,4.0
